"Data";"Hora (UTC)";"Temp. Ins. (C)";"Temp. Max. (C)";"Temp. Min. (C)";"Umi. Ins. (%)";"Umi. Max. (%)";"Umi. Min. (%)";"Pto Orvalho Ins. (C)";"Pto Orvalho Max. (C)";"Pto Orvalho Min. (C)";"Pressao Ins. (hPa)";"Pressao Max. (hPa)";"Pressao Min. (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Raj. Vento (m/s)";"Radiacao (KJ/m²)";"Chuva (mm)"
"01/08/2021";"0000";"23,3";"23,6";"23,3";"96,0";"98,0";"96,0";"22,7";"23,1";"22,7";"1013,5";"1013,5";"1013,2";"0,3";"108,0";"2,1";"";"0,0"
"01/08/2021";"0100";"23,3";"23,4";"23,1";"96,0";"97,0";"95,0";"22,6";"22,9";"22,3";"1014,2";"1014,2";"1013,5";"0,0";"78,0";"2,1";"";"0,0"
"01/08/2021";"0200";"23,2";"23,4";"23,2";"97,0";"97,0";"95,0";"22,7";"22,8";"22,4";"1014,5";"1014,5";"1014,2";"0,0";"262,0";"1,4";"";"0,0"
"01/08/2021";"0300";"23,2";"23,3";"23,1";"97,0";"98,0";"97,0";"22,8";"23,0";"22,7";"1014,1";"1014,5";"1014,1";"0,0";"124,0";"1,3";"";"0,0"
"01/08/2021";"0400";"23,2";"23,3";"23,2";"97,0";"97,0";"97,0";"22,7";"22,8";"22,6";"1013,4";"1014,1";"1013,4";"0,0";"113,0";"0,0";"";"0,0"
"01/08/2021";"0500";"23,1";"23,3";"23,1";"98,0";"98,0";"97,0";"22,7";"22,8";"22,7";"1012,9";"1013,4";"1012,9";"0,0";"147,0";"0,0";"";"0,0"
"01/08/2021";"0600";"23,0";"23,1";"22,9";"98,0";"98,0";"97,0";"22,6";"22,7";"22,6";"1012,3";"1012,9";"1012,3";"0,0";"113,0";"0,0";"";"0,0"
"01/08/2021";"0700";"22,9";"23,0";"22,8";"98,0";"98,0";"98,0";"22,5";"22,7";"22,4";"1012,1";"1012,4";"1012,1";"0,0";"267,0";"0,0";"";"0,0"
"01/08/2021";"0800";"22,7";"23,0";"22,7";"98,0";"98,0";"97,0";"22,3";"22,6";"22,3";"1012,2";"1012,2";"1012,1";"0,0";"231,0";"1,3";"";"0,0"
"01/08/2021";"0900";"22,5";"22,7";"22,4";"98,0";"98,0";"98,0";"22,2";"22,3";"22,1";"1012,9";"1012,9";"1012,2";"0,0";"146,0";"0,0";"";"0,0"
"01/08/2021";"1000";"22,9";"22,9";"22,4";"98,0";"99,0";"98,0";"22,7";"22,7";"22,1";"1013,7";"1013,7";"1012,9";"0,0";"139,0";"0,0";"39,00";"0,0"
"01/08/2021";"1100";"25,0";"25,0";"22,9";"91,0";"99,0";"91,0";"23,5";"23,8";"22,7";"1015,2";"1015,2";"1013,7";"2,1";"133,0";"3,6";"404,30";"0,0"
"01/08/2021";"1200";"26,7";"26,9";"25,0";"87,0";"93,0";"86,0";"24,4";"24,8";"23,5";"1015,6";"1015,9";"1015,2";"1,1";"138,0";"5,6";"1017,00";"0,0"
"01/08/2021";"1300";"27,7";"28,7";"26,7";"87,0";"89,0";"80,0";"25,3";"25,5";"24,4";"1015,8";"1015,8";"1015,6";"2,1";"128,0";"4,6";"1488,70";"0,0"
"01/08/2021";"1400";"29,2";"29,2";"27,7";"78,0";"87,0";"77,0";"25,0";"25,5";"24,1";"1015,4";"1015,9";"1015,4";"2,7";"127,0";"8,8";"2341,20";"0,2"
"01/08/2021";"1500";"29,9";"29,9";"28,2";"74,0";"82,0";"73,0";"24,7";"25,8";"23,7";"1014,9";"1015,5";"1014,9";"2,5";"124,0";"5,3";"2304,50";"0,0"
"01/08/2021";"1600";"30,7";"30,7";"28,5";"71,0";"78,0";"67,0";"24,8";"25,0";"23,5";"1014,0";"1014,9";"1014,0";"2,5";"130,0";"5,4";"2596,00";"0,0"
"01/08/2021";"1700";"30,3";"30,9";"28,8";"65,0";"75,0";"65,0";"23,0";"24,6";"22,8";"1013,2";"1014,0";"1013,2";"2,3";"123,0";"6,5";"2659,40";"0,0"
"01/08/2021";"1800";"30,5";"31,0";"29,8";"65,0";"70,0";"62,0";"23,2";"24,5";"22,3";"1012,3";"1013,2";"1012,3";"2,9";"138,0";"5,6";"2515,50";"0,0"
"01/08/2021";"1900";"31,0";"31,1";"30,4";"66,0";"67,0";"62,0";"23,7";"24,0";"22,7";"1011,8";"1012,3";"1011,8";"2,1";"145,0";"5,3";"2300,10";"0,0"
"01/08/2021";"2000";"30,2";"31,0";"30,1";"66,0";"68,0";"63,0";"23,1";"24,1";"22,6";"1011,9";"1011,9";"1011,7";"2,1";"145,0";"6,0";"1310,90";"0,0"
"01/08/2021";"2100";"28,9";"30,3";"28,9";"72,0";"72,0";"65,0";"23,4";"23,4";"22,7";"1012,4";"1012,5";"1011,8";"0,2";"140,0";"4,4";"334,80";"0,0"
"01/08/2021";"2200";"27,2";"28,9";"27,2";"84,0";"84,0";"72,0";"24,2";"24,2";"23,2";"1013,1";"1013,1";"1012,4";"0,0";"137,0";"1,7";"11,30";"0,0"
"01/08/2021";"2300";"25,8";"27,2";"25,8";"90,0";"91,0";"84,0";"24,1";"24,4";"24,0";"1013,2";"1013,2";"1013,0";"0,0";"104,0";"0,0";"";"0,0"
"02/08/2021";"0000";"25,4";"25,9";"25,4";"94,0";"94,0";"90,0";"24,2";"24,3";"24,1";"1014,1";"1014,1";"1013,2";"0,0";"110,0";"0,0";"";"0,0"
"02/08/2021";"0100";"25,2";"25,4";"25,2";"94,0";"94,0";"93,0";"24,2";"24,3";"24,1";"1014,7";"1014,7";"1014,1";"0,0";"135,0";"1,2";"";"0,0"
"02/08/2021";"0200";"25,6";"25,6";"25,0";"87,0";"94,0";"87,0";"23,3";"24,1";"23,2";"1014,6";"1014,8";"1014,6";"1,1";"71,0";"4,5";"";"0,0"
"02/08/2021";"0300";"25,4";"25,6";"25,2";"89,0";"90,0";"87,0";"23,5";"23,5";"23,2";"1014,3";"1014,7";"1014,3";"0,8";"80,0";"4,1";"";"0,0"
"02/08/2021";"0400";"25,0";"25,4";"25,0";"91,0";"91,0";"89,0";"23,4";"23,5";"23,4";"1013,7";"1014,3";"1013,7";"0,3";"79,0";"3,4";"";"0,0"
"02/08/2021";"0500";"24,0";"25,0";"24,0";"96,0";"96,0";"91,0";"23,3";"23,4";"23,3";"1013,1";"1013,7";"1013,1";"0,0";"114,0";"2,3";"";"0,0"
"02/08/2021";"0600";"23,5";"24,0";"23,5";"97,0";"97,0";"96,0";"23,0";"23,4";"23,0";"1012,8";"1013,1";"1012,8";"0,0";"124,0";"1,0";"";"0,0"
"02/08/2021";"0700";"23,1";"23,6";"23,1";"98,0";"98,0";"97,0";"22,7";"23,1";"22,7";"1012,4";"1012,8";"1012,3";"0,0";"104,0";"0,0";"";"0,0"
"02/08/2021";"0800";"22,8";"23,2";"22,8";"97,0";"98,0";"97,0";"22,4";"22,9";"22,3";"1012,6";"1012,6";"1012,4";"0,0";"97,0";"0,9";"";"0,0"
"02/08/2021";"0900";"22,7";"22,9";"22,7";"97,0";"98,0";"97,0";"22,3";"22,5";"22,3";"1012,9";"1012,9";"1012,6";"0,0";"355,0";"0,9";"";"0,0"
