"Data";"Hora (UTC)";"Temp. [Hora] (C)";"Umi. (%)";"Pressao (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Nebulosidade (Decimos)";"Insolacao (h)";"Temp. Max. [Diaria] (h)";"Temp. Min. [Diaria] (h)";"Chuva [Diaria] (mm)"
"01/02/2021";"0000";"25,2";"93,0";"1009,3";"0,0";"0,0";"10,0";"5,80";"32,7";"";""
"01/02/2021";"1200";"24,8";"96,0";"1010,2";"0,0";"0,0";"6,0";"";"";"22,6";"12,2"
"01/02/2021";"1800";"30,4";"77,0";"1006,7";"1,3";"50,0";"7,0";"";"";"";""
"02/02/2021";"0000";"23,8";"98,0";"1009,5";"0,0";"0,0";"10,0";"3,60";"33,9";"";""
"02/02/2021";"1200";"25,4";"97,0";"1010,0";"0,0";"0,0";"9,0";"";"";"22,7";"18,6"
"02/02/2021";"1800";"31,9";"68,0";"1007,7";"0,8";"50,0";"8,0";"";"";"";""
"03/02/2021";"0000";"26,5";"89,0";"1009,1";"0,0";"0,0";"0,0";"7,90";"34,1";"";""
"03/02/2021";"1200";"27,8";"85,0";"1011,0";"1,6";"70,0";"5,0";"";"";"23,4";"0,3"
"03/02/2021";"1800";"33,3";"68,0";"1007,7";"1,5";"320,0";"6,0";"";"";"";""
"04/02/2021";"0000";"25,4";"96,0";"1009,4";"0,0";"0,0";"5,0";"7,40";"34,1";"";""
"04/02/2021";"1200";"27,3";"91,0";"1012,4";"1,3";"50,0";"8,0";"";"";"23,0";"17,2"
"04/02/2021";"1800";"32,8";"64,0";"1007,2";"1,3";"90,0";"8,0";"";"";"";""
"05/02/2021";"0000";"25,2";"94,0";"1009,9";"0,0";"0,0";"2,0";"5,00";"33,5";"";""
"05/02/2021";"1200";"27,6";"87,0";"1009,8";"2,3";"70,0";"6,0";"";"";"23,0";"7,2"
"05/02/2021";"1800";"33,0";"57,0";"1007,3";"0,8";"70,0";"6,0";"";"";"";""
"06/02/2021";"0000";"27,2";"77,0";"1008,9";"1,0";"50,0";"0,0";"7,40";"34,1";"";""
"06/02/2021";"1200";"26,6";"89,0";"1010,6";"0,0";"0,0";"5,0";"";"";"23,0";"0,1"
"06/02/2021";"1800";"30,4";"76,0";"1007,8";"2,0";"360,0";"9,0";"";"";"";""
"07/02/2021";"0000";"26,2";"95,0";"1009,1";"0,0";"0,0";"0,0";"9,60";"34,0";"";""
"07/02/2021";"1200";"27,5";"87,0";"1010,8";"0,0";"0,0";"4,0";"";"";"23,4";"13,8"
"07/02/2021";"1800";"32,3";"69,0";"1008,3";"2,3";"360,0";"6,0";"";"";"";""
"08/02/2021";"0000";"25,6";"90,0";"1010,2";"0,0";"0,0";"6,0";"6,20";"33,4";"";""
"08/02/2021";"1200";"28,4";"81,0";"1009,8";"2,0";"50,0";"5,0";"";"";"23,0";"0,0"
"08/02/2021";"1800";"31,0";"73,0";"1006,7";"0,3";"360,0";"8,0";"";"";"";""
"09/02/2021";"0000";"26,4";"91,0";"1009,1";"0,0";"0,0";"0,0";"2,20";"32,1";"";""
"09/02/2021";"1200";"26,2";"92,0";"1010,3";"0,0";"0,0";"9,0";"";"";"23,3";"0,7"
"09/02/2021";"1800";"27,6";"84,0";"1006,6";"2,1";"50,0";"10,0";"";"";"";""
"10/02/2021";"0000";"23,8";"93,0";"1009,4";"0,0";"0,0";"10,0";"0,70";"31,5";"";""
"10/02/2021";"1200";"25,2";"96,0";"1010,2";"0,0";"0,0";"10,0";"";"";"23,8";"40,7"
"10/02/2021";"1800";"30,4";"77,0";"1005,5";"0,0";"0,0";"9,0";"";"";"";""
"11/02/2021";"0000";"26,4";"92,0";"1009,3";"0,8";"50,0";"9,0";"1,50";"30,7";"";""
"11/02/2021";"1200";"23,9";"100,0";"1009,9";"0,0";"0,0";"10,0";"";"";"23,4";"28,5"
"11/02/2021";"1800";"30,1";"72,0";"1007,2";"3,0";"70,0";"9,0";"";"";"";""
"12/02/2021";"0000";"26,6";"91,0";"1008,9";"0,0";"0,0";"10,0";"5,20";"31,3";"";""
"12/02/2021";"1200";"26,4";"91,0";"1009,7";"0,5";"50,0";"9,0";"";"";"23,6";"0,1"
"12/02/2021";"1800";"29,1";"74,0";"1006,5";"3,3";"90,0";"7,0";"";"";"";""
"13/02/2021";"0000";"25,9";"93,0";"1008,2";"0,0";"0,0";"1,0";"3,80";"32,0";"";""
"13/02/2021";"1200";"27,4";"85,0";"1009,6";"1,6";"50,0";"6,0";"";"";"23,6";"1,1"
"13/02/2021";"1800";"25,3";"95,0";"1007,0";"0,0";"0,0";"10,0";"";"";"";""
"14/02/2021";"0000";"24,7";"97,0";"1009,3";"0,0";"0,0";"10,0";"1,00";"30,6";"";""
