"Data";"Hora (UTC)";"Temp. Ins. (C)";"Temp. Max. (C)";"Temp. Min. (C)";"Umi. Ins. (%)";"Umi. Max. (%)";"Umi. Min. (%)";"Pto Orvalho Ins. (C)";"Pto Orvalho Max. (C)";"Pto Orvalho Min. (C)";"Pressao Ins. (hPa)";"Pressao Max. (hPa)";"Pressao Min. (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Raj. Vento (m/s)";"Radiacao (KJ/m²)";"Chuva (mm)"
"01/02/2023";"0000";"24,8";"26,2";"24,8";"90,0";"92,0";"79,0";"23,0";"23,7";"22,0";"989,1";"989,1";"988,1";"0,3";"207,0";"0,7";"";"0,0"
"01/02/2023";"0100";"24,2";"25,0";"24,2";"92,0";"93,0";"87,0";"22,9";"23,2";"22,4";"990,0";"990,0";"989,1";"0,3";"155,0";"0,7";"";"0,0"
"01/02/2023";"0200";"23,9";"24,2";"23,9";"97,0";"97,0";"92,0";"23,4";"23,6";"22,9";"990,6";"990,6";"990,0";"0,4";"167,0";"0,8";"";"0,0"
"01/02/2023";"0300";"24,0";"24,2";"23,8";"99,0";"99,0";"96,0";"23,8";"23,9";"23,3";"990,5";"990,8";"990,5";"0,5";"244,0";"1,1";"";"0,0"
"01/02/2023";"0400";"23,7";"24,0";"23,7";"99,0";"100,0";"99,0";"23,5";"23,9";"23,5";"989,6";"990,5";"989,6";"0,4";"323,0";"1,1";"";"0,0"
"01/02/2023";"0500";"23,4";"23,7";"23,4";"100,0";"100,0";"99,0";"23,5";"23,6";"23,5";"989,1";"989,6";"989,1";"0,2";"335,0";"0,9";"";"0,0"
"01/02/2023";"0600";"23,2";"23,5";"23,2";"100,0";"100,0";"100,0";"23,2";"23,5";"23,2";"988,6";"989,1";"988,6";"0,3";"16,0";"1,1";"";"0,0"
"01/02/2023";"0700";"22,9";"23,2";"22,8";"100,0";"100,0";"100,0";"22,9";"23,2";"22,8";"988,4";"988,6";"988,3";"0,2";"41,0";"0,8";"";"0,0"
"01/02/2023";"0800";"23,0";"23,3";"22,9";"100,0";"100,0";"100,0";"23,0";"23,3";"22,9";"988,7";"988,7";"988,4";"0,2";"51,0";"0,7";"";"0,0"
"01/02/2023";"0900";"23,1";"23,1";"22,9";"100,0";"100,0";"100,0";"23,1";"23,1";"23,0";"989,4";"989,4";"988,7";"0,4";"123,0";"1,6";"";"0,0"
"01/02/2023";"1000";"22,0";"23,2";"22,0";"100,0";"100,0";"100,0";"22,0";"23,2";"22,0";"990,3";"990,3";"989,4";"0,9";"73,0";"5,7";"0,70";"1,4"
"01/02/2023";"1100";"22,2";"22,2";"22,0";"100,0";"100,0";"100,0";"22,2";"22,2";"22,0";"991,4";"991,4";"990,3";"0,7";"89,0";"6,8";"52,00";"0,4"
"01/02/2023";"1200";"22,5";"22,5";"22,2";"100,0";"100,0";"100,0";"22,5";"22,5";"22,2";"992,3";"992,3";"991,4";"1,3";"105,0";"4,5";"164,00";"0,0"
"01/02/2023";"1300";"22,9";"23,3";"22,4";"97,0";"100,0";"97,0";"22,5";"23,3";"22,4";"992,9";"992,9";"992,3";"1,3";"107,0";"5,0";"488,20";"0,0"
"01/02/2023";"1400";"23,7";"23,8";"22,9";"92,0";"99,0";"92,0";"22,4";"23,4";"22,0";"992,9";"993,0";"992,8";"1,5";"115,0";"4,0";"750,70";"0,0"
"01/02/2023";"1500";"24,8";"24,8";"23,7";"90,0";"95,0";"87,0";"23,1";"23,3";"22,3";"992,1";"992,9";"992,1";"0,9";"75,0";"4,6";"1100,80";"0,0"
"01/02/2023";"1600";"25,4";"25,5";"24,7";"91,0";"92,0";"87,0";"23,8";"24,0";"22,5";"991,5";"992,1";"991,5";"0,8";"355,0";"2,7";"953,00";"0,0"
"01/02/2023";"1700";"26,0";"26,6";"25,3";"85,0";"91,0";"82,0";"23,3";"24,4";"22,7";"990,4";"991,5";"990,4";"0,7";"17,0";"2,5";"1235,40";"0,0"
"01/02/2023";"1800";"26,3";"26,3";"25,5";"87,0";"91,0";"82,0";"24,0";"24,6";"22,6";"989,2";"990,4";"989,2";"0,8";"13,0";"2,4";"980,80";"0,0"
"01/02/2023";"1900";"26,4";"26,7";"26,0";"83,0";"87,0";"81,0";"23,2";"24,3";"22,8";"988,1";"989,2";"988,1";"0,5";"352,0";"2,6";"943,00";"0,0"
"01/02/2023";"2000";"25,8";"26,5";"25,8";"85,0";"88,0";"81,0";"23,1";"23,9";"22,4";"987,7";"988,1";"987,6";"0,6";"85,0";"2,0";"562,00";"0,0"
"01/02/2023";"2100";"24,8";"25,8";"24,8";"91,0";"91,0";"84,0";"23,3";"23,5";"22,7";"988,3";"988,3";"987,7";"0,3";"318,0";"1,9";"206,80";"0,0"
"01/02/2023";"2200";"24,2";"24,9";"24,2";"94,0";"96,0";"91,0";"23,3";"23,7";"23,1";"989,4";"989,4";"988,3";"0,5";"300,0";"0,9";"33,90";"0,0"
"01/02/2023";"2300";"23,5";"24,2";"23,5";"98,0";"98,0";"94,0";"23,1";"23,3";"22,9";"990,0";"990,0";"989,4";"0,8";"354,0";"2,2";"";"0,0"
"02/02/2023";"0000";"23,1";"23,5";"23,0";"98,0";"99,0";"97,0";"22,8";"23,1";"22,7";"990,8";"990,8";"990,0";"0,8";"336,0";"2,4";"";"0,0"
"02/02/2023";"0100";"23,0";"23,2";"22,9";"100,0";"100,0";"98,0";"23,0";"23,0";"22,8";"991,6";"991,7";"990,8";"0,6";"350,0";"2,4";"";"0,0"
"02/02/2023";"0200";"22,8";"23,0";"22,8";"100,0";"100,0";"100,0";"22,8";"23,0";"22,8";"992,2";"992,2";"991,6";"0,3";"327,0";"1,1";"";"0,0"
"02/02/2023";"0300";"22,9";"23,0";"22,7";"100,0";"100,0";"100,0";"22,9";"23,0";"22,7";"991,8";"992,3";"991,8";"0,6";"322,0";"1,1";"";"0,0"
"02/02/2023";"0400";"22,8";"23,0";"22,8";"100,0";"100,0";"100,0";"22,8";"23,0";"22,8";"991,7";"991,8";"991,6";"0,4";"22,0";"1,0";"";"0,0"
"02/02/2023";"0500";"22,7";"22,9";"22,7";"100,0";"100,0";"100,0";"22,7";"22,9";"22,7";"990,8";"991,9";"990,8";"0,3";"277,0";"3,0";"";"0,2"
"02/02/2023";"0600";"22,6";"22,7";"22,4";"100,0";"100,0";"100,0";"22,6";"22,7";"22,4";"990,3";"990,8";"990,3";"0,2";"274,0";"0,5";"";"0,2"
"02/02/2023";"0700";"22,4";"22,6";"22,4";"100,0";"100,0";"100,0";"22,4";"22,6";"22,4";"990,1";"990,3";"990,1";"0,2";"163,0";"0,5";"";"0,0"
