"Data";"Hora (UTC)";"Temp. [Hora] (C)";"Umi. (%)";"Pressao (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Nebulosidade (Decimos)";"Insolacao (h)";"Temp. Max. [Diaria] (h)";"Temp. Min. [Diaria] (h)";"Chuva [Diaria] (mm)"
"01/08/2023";"0000";"28,8";"54,0";"985,3";"1,0";"140,0";"7,5";"9,80";"35,7";"";""
"01/08/2023";"1200";"30,0";"37,0";"987,5";"4,6";"50,0";"0,0";"";"";"26,9";"0,0"
"01/08/2023";"1800";"35,2";"25,0";"982,3";"1,0";"50,0";"2,5";"";"";"";""
"02/08/2023";"0000";"25,9";"55,0";"985,1";"0,0";"0,0";"2,5";"10,20";"35,3";"";""
"02/08/2023";"1200";"29,9";"35,0";"986,2";"4,1";"90,0";"0,0";"";"";"20,9";"0,0"
"02/08/2023";"1800";"34,6";"27,0";"984,2";"2,1";"230,0";"5,0";"";"";"";""
"03/08/2023";"0000";"26,9";"49,0";"985,5";"1,5";"90,0";"3,8";"10,10";"37,0";"";""
"03/08/2023";"1200";"30,7";"44,0";"985,5";"2,6";"50,0";"5,0";"";"";"21,0";"0,0"
"03/08/2023";"1800";"36,5";"26,0";"982,4";"2,1";"230,0";"5,0";"";"";"";""
"04/08/2023";"0000";"27,5";"51,0";"983,3";"1,5";"90,0";"2,5";"9,00";"37,3";"";""
"04/08/2023";"1200";"29,3";"45,0";"984,9";"2,1";"270,0";"3,8";"";"";"19,9";"0,0"
"04/08/2023";"1800";"36,0";"30,0";"981,7";"1,5";"230,0";"5,0";"";"";"";""
"05/08/2023";"0000";"27,4";"50,0";"983,6";"2,6";"90,0";"0,0";"7,80";"37,4";"";""
"05/08/2023";"1200";"28,3";"63,0";"985,5";"0,0";"0,0";"3,8";"";"";"21,8";"0,0"
"05/08/2023";"1800";"36,5";"29,0";"982,8";"1,5";"50,0";"3,8";"";"";"";""
"06/08/2023";"0000";"28,5";"48,0";"984,5";"1,5";"90,0";"0,0";"7,90";"37,0";"";""
"06/08/2023";"1200";"29,0";"48,0";"985,6";"2,1";"90,0";"6,3";"";"";"22,7";"0,0"
