"Data";"Hora (UTC)";"Temp. [Hora] (C)";"Umi. (%)";"Pressao (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Nebulosidade (Decimos)";"Insolacao (h)";"Temp. Max. [Diaria] (h)";"Temp. Min. [Diaria] (h)";"Chuva [Diaria] (mm)"
"01/02/2021";"0000";"26,2";"69,0";"982,8";"0,8";"230,0";"2,0";"8,90";"33,7";"";""
"01/02/2021";"1200";"27,6";"77,0";"985,6";"0,8";"230,0";"1,3";"";"";"21,1";"0,0"
"01/02/2021";"1800";"31,2";"58,0";"982,4";"1,2";"50,0";"7,0";"";"";"";""
"02/02/2021";"0000";"25,6";"85,0";"982,0";"0,0";"0,0";"0,0";"3,20";"32,1";"";""
"02/02/2021";"1200";"25,8";"84,0";"985,9";"0,8";"140,0";"8,0";"";"";"22,6";"0,0"
"02/02/2021";"1800";"26,8";"84,0";"982,7";"0,8";"180,0";"8,0";"";"";"";""
"03/02/2021";"0000";"23,6";"91,0";"984,4";"0,8";"140,0";"10,0";"8,50";"33,7";"";""
"03/02/2021";"1200";"28,3";"72,0";"986,3";"0,8";"50,0";"2,5";"";"";"22,7";"2,4"
"03/02/2021";"1800";"33,2";"47,0";"982,7";"0,8";"140,0";"5,0";"";"";"";""
"04/02/2021";"0000";"26,0";"85,0";"984,0";"0,0";"0,0";"0,0";"3,20";"33,5";"";""
"04/02/2021";"1200";"26,1";"84,0";"987,0";"0,8";"140,0";"8,8";"";"";"22,3";"0,0"
"04/02/2021";"1800";"30,0";"67,0";"982,6";"0,8";"320,0";"6,3";"";"";"";""
"05/02/2021";"0000";"23,2";"96,0";"984,3";"0,8";"140,0";"2,5";"1,10";"30,6";"";""
"05/02/2021";"1200";"22,3";"97,0";"985,2";"0,8";"140,0";"10,0";"";"";"21,9";"183,8"
"05/02/2021";"1800";"29,2";"72,0";"982,0";"0,8";"320,0";"7,0";"";"";"";""
"06/02/2021";"0000";"25,7";"92,0";"983,1";"0,8";"230,0";"7,0";"0,60";"30,4";"";""
"06/02/2021";"1200";"23,8";"95,0";"986,3";"0,8";"140,0";"10,0";"";"";"22,3";"11,3"
"06/02/2021";"1800";"30,1";"64,0";"983,2";"0,8";"320,0";"7,5";"";"";"";""
"07/02/2021";"0000";"26,1";"91,0";"985,0";"0,0";"0,0";"6,3";"2,50";"30,5";"";""
"07/02/2021";"1200";"26,5";"78,0";"986,4";"0,8";"230,0";"7,0";"";"";"22,9";"0,0"
"07/02/2021";"1800";"30,2";"66,0";"983,6";"0,8";"230,0";"7,0";"";"";"";""
"08/02/2021";"0000";"22,9";"95,0";"984,7";"0,8";"140,0";"7,5";"0,70";"31,3";"";""
"08/02/2021";"1200";"25,2";"92,0";"984,8";"0,8";"140,0";"7,5";"";"";"22,4";"11,2"
"08/02/2021";"1800";"22,9";"94,0";"983,6";"1,2";"50,0";"10,0";"";"";"";""
"09/02/2021";"0000";"23,5";"96,0";"984,2";"0,0";"0,0";"10,0";"2,80";"30,5";"";""
"09/02/2021";"1200";"23,8";"94,0";"986,2";"0,8";"50,0";"10,0";"";"";"22,3";"7,3"
"09/02/2021";"1800";"29,4";"65,0";"983,1";"1,2";"140,0";"7,5";"";"";"";""
"10/02/2021";"0000";"25,1";"90,0";"982,8";"0,0";"0,0";"8,8";"1,00";"29,6";"";""
"10/02/2021";"1200";"23,2";"95,0";"985,6";"0,8";"320,0";"10,0";"";"";"22,1";"4,4"
"10/02/2021";"1800";"29,1";"70,0";"983,1";"0,8";"320,0";"8,8";"";"";"";""
"11/02/2021";"0000";"25,0";"92,0";"983,8";"0,0";"0,0";"6,3";"4,60";"33,1";"";""
"11/02/2021";"1200";"25,6";"89,0";"984,8";"0,8";"140,0";"6,3";"";"";"22,7";"0,0"
"11/02/2021";"1800";"26,4";"87,0";"981,4";"0,8";"320,0";"7,5";"";"";"";""
"12/02/2021";"0000";"25,0";"94,0";"983,1";"0,8";"140,0";"10,0";"7,00";"31,7";"";""
