"Data";"Hora (UTC)";"Temp. Ins. (C)";"Temp. Max. (C)";"Temp. Min. (C)";"Umi. Ins. (%)";"Umi. Max. (%)";"Umi. Min. (%)";"Pto Orvalho Ins. (C)";"Pto Orvalho Max. (C)";"Pto Orvalho Min. (C)";"Pressao Ins. (hPa)";"Pressao Max. (hPa)";"Pressao Min. (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Raj. Vento (m/s)";"Radiacao (KJ/m²)";"Chuva (mm)"
"01/02/2023";"0000";"25,2";"25,9";"25,2";"88,0";"88,0";"80,0";"23,0";"23,1";"22,3";"1010,3";"1010,3";"1009,0";"1,2";"24,0";"4,0";"";"0,0"
"01/02/2023";"0100";"24,8";"25,2";"24,8";"88,0";"88,0";"88,0";"22,7";"23,1";"22,7";"1010,5";"1010,7";"1010,3";"1,2";"9,0";"3,6";"";"0,0"
"01/02/2023";"0200";"24,4";"24,8";"24,4";"90,0";"90,0";"88,0";"22,7";"22,7";"22,6";"1010,4";"1010,6";"1010,3";"1,1";"29,0";"3,3";"";"0,0"
"01/02/2023";"0300";"24,1";"24,5";"24,1";"91,0";"91,0";"90,0";"22,6";"22,8";"22,6";"1009,9";"1010,4";"1009,9";"1,0";"358,0";"3,1";"";"0,0"
"01/02/2023";"0400";"23,7";"24,1";"23,7";"93,0";"93,0";"91,0";"22,4";"22,6";"22,4";"1009,3";"1009,9";"1009,3";"1,4";"336,0";"3,5";"";"0,0"
"01/02/2023";"0500";"23,4";"23,7";"23,4";"94,0";"94,0";"93,0";"22,3";"22,4";"22,3";"1008,9";"1009,3";"1008,9";"0,6";"14,0";"2,7";"";"0,0"
"01/02/2023";"0600";"23,4";"23,5";"23,4";"94,0";"94,0";"93,0";"22,3";"22,4";"22,3";"1008,8";"1008,9";"1008,7";"0,5";"324,0";"1,9";"";"0,0"
"01/02/2023";"0700";"23,5";"23,5";"23,3";"94,0";"94,0";"94,0";"22,6";"22,6";"22,3";"1009,1";"1009,2";"1008,8";"0,5";"296,0";"1,1";"";"0,0"
"01/02/2023";"0800";"23,6";"23,6";"23,5";"95,0";"95,0";"94,0";"22,7";"22,7";"22,5";"1008,9";"1009,1";"1008,8";"1,4";"323,0";"3,2";"";"0,0"
"01/02/2023";"0900";"23,6";"23,6";"23,5";"95,0";"95,0";"95,0";"22,7";"22,8";"22,7";"1008,9";"1008,9";"1008,8";"0,7";"322,0";"2,4";"";"0,0"
"01/02/2023";"1000";"23,7";"23,7";"23,6";"95,0";"95,0";"95,0";"22,9";"23,0";"22,7";"1009,9";"1009,9";"1008,9";"0,5";"25,0";"2,2";"7,70";"0,0"
"01/02/2023";"1100";"23,8";"23,8";"23,4";"97,0";"97,0";"94,0";"23,2";"23,2";"22,6";"1011,3";"1011,3";"1009,9";"1,6";"83,0";"4,8";"37,80";"5,6"
"01/02/2023";"1200";"23,9";"24,2";"23,8";"95,0";"97,0";"94,0";"23,1";"23,4";"22,9";"1012,1";"1012,1";"1011,3";"1,1";"28,0";"5,2";"141,80";"1,0"
"01/02/2023";"1300";"24,4";"24,5";"23,8";"96,0";"97,0";"95,0";"23,8";"23,9";"23,0";"1012,7";"1012,7";"1012,1";"1,0";"51,0";"3,2";"529,60";"1,0"
"01/02/2023";"1400";"26,1";"26,1";"24,4";"91,0";"97,0";"91,0";"24,6";"24,8";"23,9";"1012,6";"1012,7";"1012,6";"1,1";"113,0";"3,8";"1015,70";"0,2"
"01/02/2023";"1500";"27,4";"27,6";"25,7";"78,0";"91,0";"76,0";"23,3";"24,4";"22,7";"1012,0";"1012,7";"1012,0";"1,6";"49,0";"4,0";"1517,70";"0,0"
"01/02/2023";"1600";"29,1";"29,5";"27,3";"69,0";"79,0";"68,0";"22,8";"23,8";"22,1";"1011,0";"1012,0";"1011,0";"2,8";"83,0";"5,5";"3602,30";"0,0"
"01/02/2023";"1700";"26,6";"29,7";"26,6";"72,0";"72,0";"65,0";"21,0";"23,6";"21,0";"1011,1";"1011,1";"1010,3";"4,7";"117,0";"15,2";"3014,80";"0,0"
"01/02/2023";"1800";"24,8";"26,5";"23,4";"81,0";"92,0";"71,0";"21,4";"22,7";"20,2";"1010,0";"1011,1";"1010,0";"3,5";"114,0";"15,2";"1036,00";"2,0"
