"Data";"Hora (UTC)";"Temp. Ins. (C)";"Temp. Max. (C)";"Temp. Min. (C)";"Umi. Ins. (%)";"Umi. Max. (%)";"Umi. Min. (%)";"Pto Orvalho Ins. (C)";"Pto Orvalho Max. (C)";"Pto Orvalho Min. (C)";"Pressao Ins. (hPa)";"Pressao Max. (hPa)";"Pressao Min. (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Raj. Vento (m/s)";"Radiacao (KJ/m²)";"Chuva (mm)"
"01/08/2019";"0000";"28,6";"28,6";"27,9";"75,0";"82,0";"75,0";"23,7";"24,6";"23,7";"1010,2";"1010,2";"1009,3";"2,8";"202,0";"7,6";"";"0,0"
"01/08/2019";"0100";"27,6";"28,7";"27,6";"80,0";"80,0";"74,0";"23,9";"24,0";"23,6";"1011,2";"1011,2";"1010,2";"2,9";"184,0";"7,6";"";"0,0"
"01/08/2019";"0200";"26,9";"27,6";"26,8";"84,0";"84,0";"80,0";"24,0";"24,0";"23,8";"1011,3";"1011,5";"1011,2";"1,6";"183,0";"6,1";"";"0,0"
"01/08/2019";"0300";"27,5";"27,5";"26,8";"83,0";"84,0";"83,0";"24,3";"24,4";"24,0";"1011,2";"1011,4";"1011,1";"1,4";"196,0";"4,1";"";"0,0"
"01/08/2019";"0400";"27,7";"27,9";"27,5";"80,0";"83,0";"79,0";"23,9";"24,4";"23,9";"1010,6";"1011,2";"1010,6";"3,4";"215,0";"7,4";"";"0,0"
"01/08/2019";"0500";"27,2";"27,7";"27,2";"82,0";"82,0";"80,0";"23,8";"24,1";"23,8";"1009,9";"1010,6";"1009,9";"2,0";"187,0";"7,1";"";"0,0"
"01/08/2019";"0600";"27,3";"27,3";"26,8";"83,0";"85,0";"82,0";"24,1";"24,3";"23,8";"1009,4";"1009,9";"1009,4";"2,0";"222,0";"5,5";"";"0,0"
"01/08/2019";"0700";"27,3";"27,4";"27,3";"80,0";"83,0";"80,0";"23,5";"24,1";"23,5";"1009,0";"1009,4";"1009,0";"2,9";"219,0";"6,7";"";"0,0"
"01/08/2019";"0800";"27,2";"27,4";"27,1";"78,0";"80,0";"77,0";"23,1";"23,5";"22,8";"1009,1";"1009,1";"1009,0";"2,4";"212,0";"6,6";"";"0,0"
"01/08/2019";"0900";"25,8";"27,2";"25,8";"84,0";"84,0";"78,0";"22,9";"23,2";"22,8";"1009,5";"1009,5";"1009,1";"1,0";"134,0";"5,3";"";"0,0"
"01/08/2019";"1000";"25,0";"25,8";"24,9";"92,0";"92,0";"84,0";"23,7";"23,7";"23,0";"1009,6";"1009,7";"1009,4";"1,3";"125,0";"2,9";"54,60";"0,0"
"01/08/2019";"1100";"27,6";"27,6";"25,0";"83,0";"93,0";"83,0";"24,4";"25,0";"23,8";"1010,1";"1010,1";"1009,6";"1,5";"152,0";"5,2";"510,80";"0,0"
"01/08/2019";"1200";"28,3";"28,8";"27,6";"75,0";"83,0";"73,0";"23,5";"24,2";"23,1";"1010,9";"1010,9";"1010,1";"2,9";"230,0";"7,1";"855,20";"0,0"
"01/08/2019";"1300";"29,7";"30,0";"28,2";"69,0";"76,0";"69,0";"23,4";"24,5";"23,3";"1011,2";"1011,2";"1010,9";"2,8";"230,0";"7,5";"1954,10";"0,0"
"01/08/2019";"1400";"30,3";"30,4";"29,1";"69,0";"72,0";"67,0";"23,9";"24,1";"23,2";"1011,4";"1011,5";"1011,2";"3,3";"200,0";"6,9";"2670,80";"0,0"
"01/08/2019";"1500";"30,4";"31,4";"29,8";"65,0";"69,0";"62,0";"23,1";"24,2";"22,7";"1011,1";"1011,5";"1011,1";"3,5";"200,0";"7,9";"3301,70";"0,0"
"01/08/2019";"1600";"31,2";"31,7";"30,4";"63,0";"66,0";"59,0";"23,3";"24,0";"22,3";"1010,0";"1011,1";"1010,0";"2,4";"219,0";"6,2";"3418,90";"0,0"
"01/08/2019";"1700";"32,4";"32,4";"31,1";"58,0";"64,0";"57,0";"23,1";"24,0";"22,2";"1009,0";"1010,0";"1008,9";"2,1";"232,0";"5,8";"3348,00";"0,0"
"01/08/2019";"1800";"30,2";"32,4";"30,0";"68,0";"69,0";"57,0";"23,8";"23,9";"22,2";"1008,5";"1009,0";"1008,4";"2,8";"197,0";"7,0";"1829,50";"0,0"
"01/08/2019";"1900";"30,3";"31,2";"29,7";"58,0";"69,0";"57,0";"21,0";"23,9";"20,8";"1008,2";"1008,5";"1008,2";"3,3";"213,0";"8,0";"1581,60";"0,0"
"01/08/2019";"2000";"29,4";"31,1";"29,4";"60,0";"60,0";"52,0";"20,8";"21,2";"19,6";"1008,1";"1008,3";"1008,1";"3,1";"207,0";"7,2";"1194,40";"0,0"
"01/08/2019";"2100";"29,2";"29,8";"29,2";"65,0";"65,0";"60,0";"22,0";"22,0";"20,8";"1008,4";"1008,4";"1008,0";"2,4";"203,0";"5,9";"479,30";"0,0"
"01/08/2019";"2200";"28,9";"29,2";"28,9";"66,0";"66,0";"61,0";"21,8";"22,2";"20,9";"1008,9";"1008,9";"1008,4";"1,6";"215,0";"5,1";"36,50";"0,0"
"01/08/2019";"2300";"28,4";"28,9";"28,4";"68,0";"68,0";"64,0";"21,9";"22,2";"21,3";"1009,4";"1009,4";"1008,9";"2,1";"250,0";"4,7";"";"0,0"
"02/08/2019";"0000";"28,5";"28,5";"28,2";"74,0";"75,0";"68,0";"23,3";"23,6";"22,0";"1010,2";"1010,2";"1009,4";"2,8";"205,0";"6,3";"";"0,0"
"02/08/2019";"0100";"27,1";"28,5";"27,1";"80,0";"80,0";"73,0";"23,4";"23,5";"23,1";"1010,8";"1010,8";"1010,2";"1,8";"172,0";"7,5";"";"0,0"
"02/08/2019";"0200";"26,7";"27,1";"26,7";"83,0";"83,0";"80,0";"23,5";"23,5";"23,3";"1011,2";"1011,2";"1010,8";"1,1";"160,0";"3,9";"";"0,0"
"02/08/2019";"0300";"26,2";"26,7";"26,1";"86,0";"86,0";"83,0";"23,7";"23,7";"23,5";"1011,1";"1011,3";"1011,1";"0,9";"185,0";"3,0";"";"0,0"
"02/08/2019";"0400";"25,9";"26,3";"25,9";"88,0";"88,0";"86,0";"23,7";"23,8";"23,6";"1010,7";"1011,1";"1010,7";"1,0";"163,0";"2,3";"";"0,0"
