"Data";"Hora (UTC)";"Temp. Ins. (C)";"Temp. Max. (C)";"Temp. Min. (C)";"Umi. Ins. (%)";"Umi. Max. (%)";"Umi. Min. (%)";"Pto Orvalho Ins. (C)";"Pto Orvalho Max. (C)";"Pto Orvalho Min. (C)";"Pressao Ins. (hPa)";"Pressao Max. (hPa)";"Pressao Min. (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Raj. Vento (m/s)";"Radiacao (KJ/m²)";"Chuva (mm)"
"01/02/2020";"0000";"25,8";"25,8";"25,6";"84,0";"88,0";"84,0";"22,9";"23,4";"22,9";"1011,9";"1011,9";"1011,3";"2,8";"80,0";"7,8";"";"0,0"
"01/02/2020";"0100";"25,8";"25,8";"25,8";"85,0";"86,0";"84,0";"23,2";"23,2";"22,9";"1012,7";"1012,7";"1011,9";"2,2";"77,0";"7,1";"";"0,0"
"01/02/2020";"0200";"25,1";"25,8";"25,1";"89,0";"89,0";"85,0";"23,2";"23,3";"23,2";"1012,6";"1013,0";"1012,6";"1,3";"43,0";"4,7";"";"0,0"
"01/02/2020";"0300";"24,8";"25,1";"24,8";"91,0";"91,0";"89,0";"23,2";"23,3";"23,2";"1012,4";"1012,7";"1012,4";"0,7";"20,0";"2,6";"";"0,0"
"01/02/2020";"0400";"24,5";"24,8";"24,5";"92,0";"92,0";"91,0";"23,1";"23,2";"23,0";"1012,1";"1012,4";"1012,0";"0,8";"358,0";"2,0";"";"0,0"
"01/02/2020";"0500";"24,3";"24,5";"24,3";"92,0";"92,0";"92,0";"23,0";"23,1";"23,0";"1011,8";"1012,1";"1011,8";"0,5";"17,0";"2,3";"";"0,0"
"01/02/2020";"0600";"24,1";"24,3";"24,1";"93,0";"93,0";"92,0";"22,9";"23,0";"22,9";"1011,1";"1011,8";"1011,1";"0,7";"9,0";"1,6";"";"0,0"
"01/02/2020";"0700";"23,9";"24,1";"23,9";"94,0";"94,0";"93,0";"22,9";"22,9";"22,8";"1011,1";"1011,1";"1010,9";"1,0";"3,0";"2,3";"";"0,0"
"01/02/2020";"0800";"23,7";"23,9";"23,7";"94,0";"94,0";"94,0";"22,8";"22,9";"22,8";"1011,4";"1011,4";"1011,1";"0,7";"4,0";"3,1";"";"0,0"
"01/02/2020";"0900";"23,6";"23,7";"23,6";"95,0";"95,0";"94,0";"22,7";"22,8";"22,7";"1011,3";"1011,4";"1011,2";"0,8";"26,0";"2,4";"";"0,0"
