"Data";"Hora (UTC)";"Temp. Ins. (C)";"Temp. Max. (C)";"Temp. Min. (C)";"Umi. Ins. (%)";"Umi. Max. (%)";"Umi. Min. (%)";"Pto Orvalho Ins. (C)";"Pto Orvalho Max. (C)";"Pto Orvalho Min. (C)";"Pressao Ins. (hPa)";"Pressao Max. (hPa)";"Pressao Min. (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Raj. Vento (m/s)";"Radiacao (KJ/m²)";"Chuva (mm)"
"01/08/2023";"0000";"28,2";"28,5";"28,1";"78,0";"79,0";"76,0";"24,0";"24,1";"23,7";"1014,2";"1014,2";"1012,9";"1,9";"61,0";"5,6";"";"0,0"
"01/08/2023";"0100";"27,9";"28,4";"27,9";"81,0";"81,0";"77,0";"24,4";"24,4";"23,9";"1015,0";"1015,0";"1014,2";"1,5";"42,0";"5,4";"";"0,0"
"01/08/2023";"0200";"27,7";"27,9";"27,6";"82,0";"83,0";"81,0";"24,3";"24,4";"24,3";"1014,8";"1015,1";"1014,8";"1,7";"46,0";"4,3";"";"0,0"
"01/08/2023";"0300";"28,0";"28,0";"27,5";"81,0";"83,0";"81,0";"24,4";"24,4";"24,2";"1015,0";"1015,1";"1014,8";"1,9";"73,0";"4,8";"";"0,0"
"01/08/2023";"0400";"27,1";"28,0";"27,1";"85,0";"85,0";"81,0";"24,3";"24,4";"24,3";"1014,0";"1015,0";"1014,0";"1,0";"40,0";"5,3";"";"0,0"
"01/08/2023";"0500";"26,6";"27,1";"26,6";"88,0";"88,0";"85,0";"24,4";"24,4";"24,2";"1013,4";"1014,0";"1013,4";"1,1";"31,0";"2,8";"";"0,0"
"01/08/2023";"0600";"25,7";"26,6";"25,7";"93,0";"93,0";"88,0";"24,4";"24,6";"24,4";"1012,7";"1013,4";"1012,7";"0,9";"6,0";"2,7";"";"0,8"
"01/08/2023";"0700";"25,5";"25,7";"25,5";"93,0";"94,0";"93,0";"24,3";"24,6";"24,3";"1012,8";"1012,9";"1012,6";"0,8";"360,0";"3,1";"";"0,0"
"01/08/2023";"0800";"25,2";"25,5";"25,2";"93,0";"93,0";"93,0";"24,1";"24,4";"24,0";"1012,6";"1012,9";"1012,6";"1,2";"334,0";"2,3";"";"0,0"
"01/08/2023";"0900";"25,1";"25,2";"25,0";"94,0";"94,0";"93,0";"24,0";"24,1";"24,0";"1013,1";"1013,1";"1012,6";"1,0";"354,0";"2,5";"";"0,0"
"01/08/2023";"1000";"25,1";"25,1";"25,0";"94,0";"94,0";"94,0";"24,1";"24,1";"23,9";"1013,9";"1013,9";"1013,1";"1,2";"346,0";"2,9";"48,60";"0,0"
"01/08/2023";"1100";"26,6";"26,6";"25,1";"87,0";"94,0";"87,0";"24,3";"24,5";"24,0";"1014,4";"1014,4";"1013,9";"1,5";"11,0";"3,7";"614,00";"0,0"
"01/08/2023";"1200";"28,8";"29,0";"26,6";"77,0";"87,0";"77,0";"24,5";"24,9";"24,1";"1014,7";"1014,7";"1014,4";"1,2";"16,0";"3,7";"1407,60";"0,0"
"01/08/2023";"1300";"29,6";"30,5";"28,8";"71,0";"78,0";"69,0";"23,8";"25,1";"23,8";"1014,9";"1015,0";"1014,7";"1,9";"60,0";"5,0";"1760,00";"0,0"
"01/08/2023";"1400";"31,1";"31,1";"29,5";"64,0";"74,0";"63,0";"23,5";"24,7";"22,9";"1014,9";"1014,9";"1014,9";"2,7";"79,0";"6,3";"2500,50";"0,0"
"01/08/2023";"1500";"31,9";"31,9";"30,8";"61,0";"65,0";"59,0";"23,5";"24,5";"22,3";"1014,3";"1014,9";"1014,2";"2,3";"91,0";"7,0";"3206,10";"0,0"
"01/08/2023";"1600";"31,8";"31,9";"31,2";"61,0";"65,0";"59,0";"23,5";"23,9";"22,4";"1013,1";"1014,3";"1013,1";"2,3";"55,0";"7,0";"3284,00";"0,0"
"01/08/2023";"1700";"32,2";"32,2";"31,2";"58,0";"66,0";"58,0";"23,0";"24,6";"22,5";"1011,8";"1013,1";"1011,8";"3,3";"73,0";"6,5";"2604,40";"0,0"
"01/08/2023";"1800";"32,5";"32,8";"31,7";"57,0";"60,0";"53,0";"22,9";"23,3";"21,5";"1011,2";"1011,8";"1011,1";"2,8";"96,0";"6,5";"2779,70";"0,0"
"01/08/2023";"1900";"25,5";"32,6";"25,0";"85,0";"87,0";"55,0";"22,9";"23,9";"21,0";"1011,2";"1011,9";"1011,1";"3,7";"114,0";"9,4";"1081,80";"7,2"
"01/08/2023";"2000";"28,4";"28,4";"25,5";"72,0";"87,0";"72,0";"22,9";"24,3";"22,9";"1010,6";"1011,2";"1010,4";"1,6";"125,0";"8,8";"751,30";"0,0"
"01/08/2023";"2100";"27,7";"28,7";"27,5";"78,0";"78,0";"67,0";"23,5";"23,5";"22,0";"1011,1";"1011,1";"1010,6";"2,0";"79,0";"4,9";"362,80";"0,2"
"01/08/2023";"2200";"28,0";"28,0";"27,7";"79,0";"79,0";"78,0";"23,9";"23,9";"23,5";"1011,5";"1011,5";"1011,1";"2,4";"74,0";"5,6";"27,10";"0,0"
"01/08/2023";"2300";"27,9";"28,3";"27,9";"81,0";"81,0";"78,0";"24,2";"24,3";"23,9";"1012,1";"1012,1";"1011,5";"1,6";"45,0";"5,2";"";"0,0"
"02/08/2023";"0000";"27,5";"27,9";"27,5";"82,0";"82,0";"81,0";"24,1";"24,4";"24,1";"1013,3";"1013,3";"1012,1";"1,5";"41,0";"4,6";"";"0,0"
"02/08/2023";"0100";"25,8";"27,5";"25,8";"88,0";"90,0";"82,0";"23,6";"24,7";"23,6";"1013,6";"1013,9";"1013,3";"2,7";"47,0";"6,3";"";"2,8"
"02/08/2023";"0200";"26,2";"26,3";"25,6";"93,0";"93,0";"86,0";"24,9";"24,9";"23,1";"1014,1";"1014,1";"1013,6";"0,8";"16,0";"6,5";"";"0,8"
"02/08/2023";"0300";"25,8";"26,4";"25,8";"88,0";"93,0";"88,0";"23,6";"25,1";"23,6";"1014,4";"1014,4";"1013,1";"3,5";"143,0";"9,0";"";"0,0"
"02/08/2023";"0400";"23,5";"25,7";"23,4";"97,0";"97,0";"87,0";"23,0";"23,4";"22,3";"1014,0";"1015,4";"1014,0";"0,9";"306,0";"11,2";"1,10";"10,0"
"02/08/2023";"0500";"23,2";"23,6";"23,1";"97,0";"97,0";"97,0";"22,7";"23,2";"22,7";"1013,3";"1014,0";"1013,3";"1,3";"345,0";"3,5";"";"7,2"
"02/08/2023";"0600";"23,4";"23,4";"23,1";"97,0";"97,0";"97,0";"22,9";"22,9";"22,7";"1013,1";"1013,3";"1013,1";"0,8";"33,0";"3,1";"";"3,0"
"02/08/2023";"0700";"23,5";"23,5";"23,4";"97,0";"97,0";"97,0";"23,0";"23,0";"22,9";"1012,9";"1013,1";"1012,9";"0,6";"12,0";"2,5";"";"0,0"
"02/08/2023";"0800";"23,4";"23,6";"23,4";"95,0";"97,0";"95,0";"22,7";"23,0";"22,6";"1013,0";"1013,0";"1012,8";"1,0";"8,0";"3,0";"";"0,0"
"02/08/2023";"0900";"23,3";"23,4";"23,3";"95,0";"95,0";"95,0";"22,4";"22,7";"22,4";"1013,3";"1013,3";"1012,8";"1,5";"329,0";"3,2";"";"0,0"
"02/08/2023";"1000";"23,3";"23,3";"23,2";"95,0";"95,0";"95,0";"22,5";"22,5";"22,3";"1013,5";"1013,5";"1013,3";"1,5";"340,0";"3,2";"42,70";"0,0"
"02/08/2023";"1100";"24,6";"24,6";"23,3";"91,0";"95,0";"91,0";"23,0";"23,0";"22,5";"1014,4";"1014,4";"1013,5";"1,4";"339,0";"3,4";"518,90";"0,0"
"02/08/2023";"1200";"26,1";"26,2";"24,6";"83,0";"91,0";"82,0";"22,9";"23,2";"22,3";"1014,5";"1014,6";"1014,4";"1,5";"346,0";"4,0";"1393,90";"0,0"
"02/08/2023";"1300";"28,0";"28,1";"26,1";"77,0";"83,0";"75,0";"23,6";"23,9";"22,9";"1014,7";"1014,7";"1014,5";"1,8";"360,0";"3,6";"2021,00";"0,0"
"02/08/2023";"1400";"29,8";"30,2";"28,0";"71,0";"77,0";"69,0";"23,9";"24,4";"23,1";"1014,2";"1014,7";"1014,2";"1,9";"69,0";"4,5";"2652,10";"0,0"
"02/08/2023";"1500";"30,1";"30,6";"29,5";"69,0";"74,0";"68,0";"23,9";"24,9";"23,7";"1013,8";"1014,2";"1013,8";"3,6";"71,0";"6,3";"3301,70";"0,0"
"02/08/2023";"1600";"31,2";"31,2";"30,2";"62,0";"71,0";"62,0";"23,1";"24,8";"23,0";"1012,9";"1013,8";"1012,9";"3,2";"65,0";"7,5";"3308,80";"0,0"
"02/08/2023";"1700";"31,8";"31,9";"31,0";"60,0";"66,0";"59,0";"23,1";"23,9";"22,6";"1011,8";"1012,9";"1011,8";"2,2";"52,0";"6,0";"3133,40";"0,0"
"02/08/2023";"1800";"31,6";"32,5";"31,4";"62,0";"63,0";"57,0";"23,4";"24,2";"22,6";"1011,0";"1011,8";"1011,0";"2,0";"114,0";"5,8";"2317,70";"0,0"
"02/08/2023";"1900";"25,7";"32,2";"25,2";"85,0";"87,0";"60,0";"23,0";"24,0";"20,9";"1010,7";"1011,5";"1010,7";"3,0";"176,0";"14,2";"936,30";"3,4"
"02/08/2023";"2000";"29,4";"29,4";"25,7";"68,0";"85,0";"65,0";"22,7";"23,9";"21,9";"1009,9";"1010,7";"1009,9";"2,2";"111,0";"5,1";"1559,50";"0,0"
"02/08/2023";"2100";"29,1";"29,8";"29,1";"72,0";"72,0";"63,0";"23,6";"23,6";"21,7";"1010,2";"1010,2";"1009,8";"2,0";"102,0";"5,1";"782,50";"0,0"
