"Data";"Hora (UTC)";"Temp. [Hora] (C)";"Umi. (%)";"Pressao (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Nebulosidade (Decimos)";"Insolacao (h)";"Temp. Max. [Diaria] (h)";"Temp. Min. [Diaria] (h)";"Chuva [Diaria] (mm)"
"01/02/2020";"0000";"25,9";"87,0";"1011,3";"1,0";"70,0";"10,0";"9,40";"31,3";"";""
"01/02/2020";"1200";"27,4";"78,0";"1012,6";"2,0";"70,0";"10,0";"";"";"24,0";"14,2"
"01/02/2020";"1800";"31,0";"63,0";"1009,9";"2,0";"90,0";"4,0";"";"";"";""
"02/02/2020";"0000";"27,4";"76,0";"1010,0";"0,0";"0,0";"6,0";"5,00";"31,0";"";""
"02/02/2020";"1200";"26,4";"80,0";"1010,7";"0,0";"0,0";"10,0";"";"";"23,7";"0,0"
"02/02/2020";"1800";"28,8";"72,0";"1009,8";"2,0";"90,0";"10,0";"";"";"";""
"03/02/2020";"0000";"25,8";"89,0";"1011,0";"0,0";"0,0";"10,0";"6,40";"31,8";"";""
"03/02/2020";"1200";"27,0";"84,0";"1012,7";"1,0";"70,0";"9,0";"";"";"23,5";"0,2"
"03/02/2020";"1800";"29,4";"73,0";"1010,0";"0,8";"50,0";"7,0";"";"";"";""
"04/02/2020";"0000";"26,4";"85,0";"1010,8";"0,0";"0,0";"10,0";"1,00";"29,0";"";""
"04/02/2020";"1200";"25,9";"89,0";"1011,7";"1,0";"360,0";"10,0";"";"";"23,8";"3,5"
"04/02/2020";"1800";"25,3";"93,0";"1011,0";"0,8";"90,0";"10,0";"";"";"";""
"05/02/2020";"0000";"25,6";"90,0";"1011,3";"0,0";"0,0";"10,0";"6,50";"32,3";"";""
"05/02/2020";"1200";"24,8";"86,0";"1011,7";"1,0";"360,0";"10,0";"";"";"23,3";"1,6"
"05/02/2020";"1800";"31,8";"61,0";"1009,0";"2,3";"90,0";"4,0";"";"";"";""
"06/02/2020";"0000";"27,0";"72,0";"1010,5";"3,3";"90,0";"10,0";"7,80";"32,4";"";""
"06/02/2020";"1200";"25,8";"84,0";"1011,9";"1,0";"50,0";"9,0";"";"";"23,4";"0,2"
"06/02/2020";"1800";"32,2";"58,0";"1008,1";"1,0";"50,0";"7,0";"";"";"";""
"07/02/2020";"0000";"27,4";"71,0";"1009,3";"2,0";"50,0";"0,0";"0,40";"29,9";"";""
"07/02/2020";"1200";"25,8";"83,0";"1009,9";"0,0";"0,0";"10,0";"";"";"24,5";"0,0"
"07/02/2020";"1800";"27,4";"81,0";"1008,5";"3,6";"90,0";"10,0";"";"";"";""
"08/02/2020";"0000";"24,6";"92,0";"1009,7";"2,0";"90,0";"10,0";"0,20";"29,7";"";""
"08/02/2020";"1200";"23,8";"96,0";"1011,2";"0,0";"0,0";"10,0";"";"";"22,8";"36,0"
"08/02/2020";"1800";"25,1";"91,0";"1009,3";"0,0";"0,0";"10,0";"";"";"";""
"09/02/2020";"0000";"24,3";"91,0";"1011,3";"2,0";"90,0";"10,0";"1,00";"29,3";"";""
"09/02/2020";"1200";"24,8";"95,0";"1012,3";"0,0";"0,0";"10,0";"";"";"23,2";"30,8"
"09/02/2020";"1800";"28,6";"76,0";"1010,3";"1,5";"90,0";"10,0";"";"";"";""
"10/02/2020";"0000";"25,6";"88,0";"1011,5";"3,3";"90,0";"9,0";"3,80";"31,0";"";""
"10/02/2020";"1200";"25,0";"92,0";"1013,0";"0,0";"0,0";"10,0";"";"";"23,2";"7,5"
"10/02/2020";"1800";"30,5";"70,0";"1009,7";"2,0";"90,0";"10,0";"";"";"";""
"11/02/2020";"0000";"27,2";"86,0";"1010,1";"1,0";"50,0";"10,0";"2,80";"30,3";"";""
"11/02/2020";"1200";"26,2";"92,0";"1010,8";"0,0";"0,0";"10,0";"";"";"25,1";"8,8"
"11/02/2020";"1800";"29,6";"75,0";"1002,2";"3,8";"90,0";"10,0";"";"";"";""
"12/02/2020";"0000";"26,0";"91,0";"1009,3";"2,0";"360,0";"10,0";"0,30";"29,1";"";""
"12/02/2020";"1200";"25,2";"96,0";"1010,5";"1,0";"360,0";"10,0";"";"";"24,5";"26,2"
"12/02/2020";"1800";"28,2";"81,0";"1008,5";"0,0";"0,0";"10,0";"";"";"";""
"13/02/2020";"0000";"25,1";"96,0";"1009,2";"1,0";"90,0";"10,0";"3,10";"31,4";"";""
"13/02/2020";"1200";"26,2";"96,0";"1009,9";"1,0";"90,0";"10,0";"";"";"24,9";"0,7"
"13/02/2020";"1800";"31,3";"70,0";"1007,1";"2,0";"90,0";"8,0";"";"";"";""
"14/02/2020";"0000";"26,5";"90,0";"1008,3";"0,0";"0,0";"10,0";"0,70";"28,9";"";""
"14/02/2020";"1200";"24,4";"98,0";"1011,7";"0,0";"0,0";"10,0";"";"";"24,4";"1,3"
"14/02/2020";"1800";"28,6";"77,0";"1009,0";"1,6";"360,0";"10,0";"";"";"";""
"15/02/2020";"0000";"24,6";"95,0";"1010,4";"0,0";"0,0";"10,0";"5,60";"31,9";"";""
"15/02/2020";"1200";"25,6";"88,0";"1010,9";"0,0";"0,0";"10,0";"";"";"23,3";"18,7"
"15/02/2020";"1800";"31,6";"65,0";"1008,2";"2,0";"70,0";"7,0";"";"";"";""
"16/02/2020";"0000";"25,4";"90,0";"1009,1";"2,3";"90,0";"10,0";"4,70";"30,6";"";""
"16/02/2020";"1200";"25,6";"90,0";"1010,7";"2,3";"90,0";"10,0";"";"";"24,5";"1,8"
"16/02/2020";"1800";"29,4";"74,0";"1008,1";"2,1";"90,0";"8,0";"";"";"";""
"17/02/2020";"0000";"26,2";"90,0";"1009,5";"2,3";"70,0";"10,0";"8,40";"31,8";"";""
"17/02/2020";"1200";"27,0";"83,0";"1009,9";"2,0";"70,0";"8,0";"";"";"25,1";"4,3"
"17/02/2020";"1800";"31,6";"66,0";"1007,6";"2,1";"70,0";"5,0";"";"";"";""
"18/02/2020";"0000";"28,1";"77,0";"1009,2";"3,3";"90,0";"8,0";"4,20";"32,1";"";""
"18/02/2020";"1200";"27,2";"86,0";"1009,3";"2,0";"90,0";"10,0";"";"";"25,3";"0,0"
"18/02/2020";"1800";"31,4";"73,0";"1007,6";"2,0";"90,0";"10,0";"";"";"";""
"19/02/2020";"0000";"26,4";"91,0";"1009,0";"0,8";"50,0";"10,0";"1,00";"31,8";"";""
"19/02/2020";"1200";"25,5";"97,0";"1009,7";"0,0";"0,0";"10,0";"";"";"24,7";"28,5"
"19/02/2020";"1800";"26,5";"92,0";"1007,1";"2,0";"50,0";"10,0";"";"";"";""
"20/02/2020";"0000";"25,2";"91,0";"1008,3";"2,0";"90,0";"10,0";"0,40";"28,4";"";""
"20/02/2020";"1200";"24,8";"96,0";"1009,2";"1,5";"360,0";"10,0";"";"";"23,5";"5,4"
"20/02/2020";"1800";"26,1";"94,0";"1007,2";"0,0";"0,0";"10,0";"";"";"";""
"21/02/2020";"0000";"23,6";"97,0";"1010,0";"0,0";"0,0";"10,0";"2,50";"30,8";"";""
"21/02/2020";"1200";"24,4";"93,0";"1010,8";"0,0";"0,0";"10,0";"";"";"23,1";"34,6"
"21/02/2020";"1800";"29,6";"74,0";"1008,3";"0,0";"0,0";"10,0";"";"";"";""
"22/02/2020";"0000";"26,2";"90,0";"1009,7";"0,0";"0,0";"10,0";"1,10";"31,3";"";""
"22/02/2020";"1200";"25,9";"92,0";"1011,5";"1,0";"360,0";"10,0";"";"";"24,1";"7,0"
"22/02/2020";"1800";"30,0";"80,0";"1008,9";"0,0";"0,0";"10,0";"";"";"";""
"23/02/2020";"0000";"27,1";"89,0";"1009,9";"0,8";"50,0";"10,0";"7,40";"34,1";"";""
"23/02/2020";"1200";"28,6";"82,0";"1011,4";"0,0";"0,0";"7,0";"";"";"25,3";"0,0"
"23/02/2020";"1800";"29,5";"83,0";"1008,2";"3,3";"70,0";"10,0";"";"";"";""
"24/02/2020";"0000";"27,8";"88,0";"1009,1";"0,0";"0,0";"10,0";"4,10";"32,1";"";""
"24/02/2020";"1200";"27,4";"87,0";"1010,3";"1,5";"50,0";"10,0";"";"";"25,5";"3,3"
"24/02/2020";"1800";"29,6";"75,0";"1007,7";"1,0";"50,0";"10,0";"";"";"";""
"25/02/2020";"0000";"25,8";"96,0";"1009,1";"0,0";"0,0";"10,0";"2,00";"32,2";"";""
"25/02/2020";"1200";"26,3";"90,0";"1010,8";"0,0";"0,0";"10,0";"";"";"25,2";"19,5"
"25/02/2020";"1800";"27,6";"88,0";"1007,8";"0,0";"0,0";"10,0";"";"";"";""
"26/02/2020";"0000";"25,8";"90,0";"1008,6";"0,0";"0,0";"10,0";"0,20";"29,8";"";""
"26/02/2020";"1200";"25,6";"90,0";"1010,6";"1,0";"360,0";"10,0";"";"";"24,8";"1,6"
"26/02/2020";"1800";"28,0";"84,0";"1008,6";"0,0";"0,0";"10,0";"";"";"";""
"27/02/2020";"0000";"25,7";"94,0";"1008,9";"0,0";"0,0";"10,0";"9,00";"32,8";"";""
"27/02/2020";"1200";"25,8";"86,0";"1011,8";"2,0";"360,0";"10,0";"";"";"23,3";"0,9"
"27/02/2020";"1800";"32,1";"60,0";"1007,7";"0,0";"0,0";"10,0";"";"";"";""
"28/02/2020";"0000";"27,8";"73,0";"1009,9";"0,0";"0,0";"10,0";"9,40";"33,3";"";""
"28/02/2020";"1200";"26,5";"82,0";"1012,2";"1,5";"50,0";"7,0";"";"";"23,0";"0,0"
"28/02/2020";"1800";"33,2";"61,0";"1009,0";"2,0";"180,0";"10,0";"";"";"";""
"29/02/2020";"0000";"27,5";"81,0";"1011,1";"1,0";"360,0";"10,0";"4,30";"31,8";"";""
"29/02/2020";"1200";"26,2";"82,0";"1013,7";"0,0";"0,0";"10,0";"";"";"25,0";"0,0"
"29/02/2020";"1800";"31,3";"66,0";"1010,3";"2,0";"180,0";"9,0";"";"";"";""
"01/03/2020";"0000";"27,8";"79,0";"1011,2";"0,0";"0,0";"6,0";"0,70";"28,0";"";""
"01/03/2020";"1200";"26,5";"85,0";"1012,3";"2,0";"50,0";"10,0";"";"";"24,7";"2,2"
