"Data";"Hora (UTC)";"Temp. [Hora] (C)";"Umi. (%)";"Pressao (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Nebulosidade (Decimos)";"Insolacao (h)";"Temp. Max. [Diaria] (h)";"Temp. Min. [Diaria] (h)";"Chuva [Diaria] (mm)"
"01/08/2022";"0000";"";"";"";"";"";"";"5,80";"30,5";"";""
"01/08/2022";"1200";"25,8";"93,0";"1011,0";"0,0";"0,0";"10,0";"";"";"24,1";"6,6"
"01/08/2022";"1800";"";"";"";"";"";"";"";"";"";""
"02/08/2022";"0000";"25,6";"91,0";"1009,1";"0,8";"320,0";"10,0";"7,40";"33,6";"";""
"02/08/2022";"1200";"26,4";"92,0";"1009,7";"1,3";"340,0";"8,0";"";"";"24,9";"11,2"
"02/08/2022";"1800";"33,3";"65,0";"1006,8";"1,6";"90,0";"7,0";"";"";"";""
"03/08/2022";"0000";"26,0";"92,0";"1008,3";"0,0";"0,0";"10,0";"9,40";"32,8";"";""
"03/08/2022";"1200";"27,6";"87,0";"1009,5";"2,5";"50,0";"7,0";"";"";"24,9";"4,2"
"03/08/2022";"1800";"32,4";"70,0";"1007,2";"3,3";"70,0";"6,0";"";"";"";""
"04/08/2022";"0000";"28,2";"77,0";"1007,6";"3,3";"70,0";"7,0";"7,00";"33,2";"";""
"04/08/2022";"1200";"27,8";"85,0";"1009,4";"1,6";"70,0";"7,0";"";"";"24,1";"0,0"
"04/08/2022";"1800";"30,0";"75,0";"1008,6";"3,3";"140,0";"10,0";"";"";"";""
"05/08/2022";"0000";"26,6";"89,0";"1008,5";"2,5";"90,0";"7,0";"8,30";"31,6";"";""
"05/08/2022";"1200";"27,0";"88,0";"1009,6";"1,3";"20,0";"8,0";"";"";"24,7";"0,0"
"05/08/2022";"1800";"29,8";"81,0";"1007,1";"3,0";"70,0";"8,0";"";"";"";""
"06/08/2022";"0000";"28,0";"84,0";"1007,3";"2,5";"70,0";"8,0";"8,50";"32,7";"";""
"06/08/2022";"1200";"26,4";"91,0";"1009,3";"1,3";"340,0";"10,0";"";"";"24,9";"6,2"
"06/08/2022";"1800";"32,4";"62,0";"1007,2";"4,1";"70,0";"7,0";"";"";"";""
